0.22265625,0.676025391,0.625732422
0.841308594,1.09765625,0.687255859
0.577636719,0.119628906,-0.514892578
0.991699219,-0.174804688,-0.403564453
0.979492188,0.017089844,-0.553222656
0.955322266,-0.025390625,-0.423095703
0.969238281,-0.147949219,-0.346923828
0.976074219,-0.298828125,-0.413574219
0.928466797,-0.269042969,-0.4453125
0.659179688,-0.072998047,-0.192626953
0.112548828,0.449951172,0.221191406
0.157714844,0.9375,0.375732422
0.204833984,0.853027344,0.447753906
0.112060547,0.911865234,0.432861328
0.301513672,1.830566406,1.08203125
0.883056641,0.201904297,-0.319091797
0.742431641,0.205810547,-0.404541016
0.981933594,-0.228271484,-0.428955078
0.668457031,-0.443115234,-0.50390625
0.758300781,-0.832763672,-0.733886719
0.845947266,-0.544677734,-0.506835938
0.888427734,-0.073730469,-0.355224609
0.867919922,0.166992188,-0.16796875
-0.278320313,0.674804688,0.381103516
0.223388672,0.918457031,0.362792969
0.103515625,0.952880859,0.481689453
0.926513672,-0.688476563,-0.555175781
0.735107422,-0.027832031,-0.243408203
1.245361328,-0.287109375,-0.391845703
0.666992188,-0.444335938,-0.405761719
0.470458984,-0.828125,-0.633544922
0.384521484,-1.047363281,-0.732177734
0.545898438,-0.438476563,-0.496826172
0.656982422,0.161376953,-0.164306641
-1.031982422,1.205078125,0.87890625
0.147216797,0.902587891,0.498535156
0.040039063,0.797851563,0.560791016
0.093261719,0.991210938,0.974853516
0.997070313,0.161376953,-0.477783203
0.752929688,0.061523438,-0.479003906
0.987792969,0.008056641,-0.468505859
0.846923828,-0.073730469,-0.37890625
0.775878906,-0.43359375,-0.562744141
0.793945313,-0.795166016,-0.656982422
0.724121094,-0.270751953,-0.441894531
0.823242188,0.114746094,-0.180664063
0.913574219,0.197998047,-0.205810547
0.181640625,1.234130859,0.371337891
-0.066894531,1.169189453,0.354980469
-0.124023438,1.030029297,0.541748047
0.707763672,-0.512939453,-0.574951172
0.973144531,0.051269531,-0.368652344
0.970947266,0.231201172,-0.355957031
0.964355469,0.019287109,-0.333496094
0.891601563,-0.277832031,-0.368164063
0.680419922,-0.552978516,-0.591064453
0.618896484,-0.888671875,-0.678955078
0.717041016,-0.422363281,-0.469970703
0.616943359,0.12109375,-0.147949219
0.147460938,0.526367188,-0.071044922
0.271728516,0.852294922,0.525390625
0.174560547,0.769287109,0.445556641
0.052001953,0.685791016,0.658935547
0.937011719,-0.554443359,-0.653564453
0.676757813,0.435791016,-0.388183594
0.982421875,0.205078125,-0.302246094
0.941162109,0.218017578,-0.250732422
0.768554688,0.077880859,-0.254150391
0.891845703,-0.322753906,-0.529785156
0.88671875,-0.555908203,-0.696044922
0.847412109,-0.207519531,-0.454833984
0.779785156,0.192871094,-0.1640625
0.349853516,0.396728516,0.035400391
-0.0390625,0.996826172,0.497802734
0.171875,0.787841797,0.399169922
0.050537109,0.847167969,0.423095703
0.707519531,-0.793945313,-0.647705078
1.071044922,0.155029297,-0.24609375
1.02734375,0.273681641,-0.336425781
0.900634766,-0.239013672,-0.340087891
0.892822266,-0.382080078,-0.432373047
0.850097656,-0.56640625,-0.495117188
0.834716797,-0.564697266,-0.576171875
0.706542969,-0.134765625,-0.356445313
0.793701172,0.139404297,-0.155029297
1.911132813,1.999938965,0.469238281
-0.079345703,1.034912109,0.439208984
0.053955078,0.823730469,0.404052734
0.704833984,-0.634033203,-0.305175781
0.610351563,0.24609375,-0.296142578
1.052978516,-0.046630859,-0.530517578
0.688232422,-0.317626953,-0.428466797
0.7890625,-0.472167969,-0.529296875
0.845947266,-0.717041016,-0.48828125
